start_time,end_time,duration_periods,duration_hours,max_price,min_price,avg_price,total_revenue,start_price,end_price,peak_time,start_hour,start_month,start_year,duration_category
2022-01-11 10:20:00,2022-01-11 10:20:00,1,0.5,1290.0,1290.0,1290.0,645.0,1290.0,1290.0,2022-01-11 10:20:00,10,1,2022,<30min
2022-01-11 15:00:00,2022-01-11 15:00:00,1,0.5,4093.33,4093.33,4093.33,2046.665,4093.33,4093.33,2022-01-11 15:00:00,15,1,2022,<30min
2022-01-11 19:25:00,2022-01-11 19:25:00,1,0.5,4093.33,4093.33,4093.33,2046.665,4093.33,4093.33,2022-01-11 19:25:00,19,1,2022,<30min
2022-01-12 11:10:00,2022-01-12 11:10:00,1,0.5,1007.98,1007.98,1007.98,503.99,1007.98,1007.98,2022-01-12 11:10:00,11,1,2022,<30min
2022-01-25 09:00:00,2022-01-25 09:00:00,1,0.5,4013.8,4013.8,4013.8,2006.9,4013.8,4013.8,2022-01-25 09:00:00,9,1,2022,<30min
2022-01-26 18:35:00,2022-01-26 18:40:00,2,1.0,1031.72,1007.98,1019.85,1019.85,1007.98,1031.72,2022-01-26 18:40:00,18,1,2022,30min-1h
2022-01-27 19:35:00,2022-01-27 19:35:00,1,0.5,1015.85,1015.85,1015.85,507.925,1015.85,1015.85,2022-01-27 19:35:00,19,1,2022,<30min
2022-01-30 12:20:00,2022-01-30 12:25:00,2,1.0,4010.44,1007.98,2509.21,2509.21,4010.44,1007.98,2022-01-30 12:20:00,12,1,2022,30min-1h
2022-01-30 12:35:00,2022-01-30 12:35:00,1,0.5,9950.27,9950.27,9950.27,4975.135,9950.27,9950.27,2022-01-30 12:35:00,12,1,2022,<30min
2022-01-31 16:30:00,2022-01-31 16:30:00,1,0.5,1210.63,1210.63,1210.63,605.315,1210.63,1210.63,2022-01-31 16:30:00,16,1,2022,<30min
2022-01-31 17:30:00,2022-01-31 18:00:00,7,3.5,15100.0,4010.44,12777.92857142857,44722.75,4010.44,15100.0,2022-01-31 17:45:00,17,1,2022,2-4h
2022-02-23 14:45:00,2022-02-23 14:45:00,1,0.5,4031.78,4031.78,4031.78,2015.89,4031.78,4031.78,2022-02-23 14:45:00,14,2,2022,<30min
2022-03-15 16:00:00,2022-03-15 16:00:00,1,0.5,15100.0,15100.0,15100.0,7550.0,15100.0,15100.0,2022-03-15 16:00:00,16,3,2022,<30min
2022-03-19 18:10:00,2022-03-19 18:20:00,3,1.5,9934.23,3975.66,7936.63,11904.945,3975.66,9900.0,2022-03-19 18:15:00,18,3,2022,1-2h
2022-04-04 17:45:00,2022-04-04 17:45:00,1,0.5,1017.82,1017.82,1017.82,508.91,1017.82,1017.82,2022-04-04 17:45:00,17,4,2022,<30min
2022-04-04 18:20:00,2022-04-04 18:25:00,2,1.0,2140.7,1395.29,1767.995,1767.995,2140.7,1395.29,2022-04-04 18:20:00,18,4,2022,30min-1h
2022-04-10 14:15:00,2022-04-10 14:15:00,1,0.5,10000.0,10000.0,10000.0,5000.0,10000.0,10000.0,2022-04-10 14:15:00,14,4,2022,<30min
2022-04-14 10:30:00,2022-04-14 10:30:00,1,0.5,9926.32,9926.32,9926.32,4963.16,9926.32,9926.32,2022-04-14 10:30:00,10,4,2022,<30min
2022-04-14 12:05:00,2022-04-14 12:05:00,1,0.5,1021.28,1021.28,1021.28,510.64,1021.28,1021.28,2022-04-14 12:05:00,12,4,2022,<30min
2022-04-14 23:35:00,2022-04-14 23:40:00,2,1.0,15011.88,3975.64,9493.76,9493.76,15011.88,3975.64,2022-04-14 23:35:00,23,4,2022,30min-1h
2022-04-15 02:40:00,2022-04-15 02:40:00,1,0.5,1011.61,1011.61,1011.61,505.805,1011.61,1011.61,2022-04-15 02:40:00,2,4,2022,<30min
2022-05-05 17:50:00,2022-05-05 17:50:00,1,0.5,1185.09,1185.09,1185.09,592.545,1185.09,1185.09,2022-05-05 17:50:00,17,5,2022,<30min
